score_1;score_2;riesgo_score1;riesgo_score2;interaccion_1;interaccion_2;monto;mala_transaccion;puntaje_1;puntaje_2;interaccion_suma;estado;cod_postal;ingreso_promedio_estado
nd;nd;1;0;0;1;50;0;5;5;10;NC;28525;53687
nd;malo;1;1;1;1;59;1;5;4;9;IL;60473;61456
nd;malo;1;1;1;1;75;0;5;4;9;SC;29642;52348
nd;malo;1;1;1;1;75;0;5;4;9;CA;90220;65895
nd;malo;1;1;1;1;75;1;5;4;9;NC;28052;53687
nd;malo;1;1;1;1;99;0;5;4;9;IN;46203;54785
nd;malo;1;1;1;1;99;0;5;4;9;AZ;85373;58462
nd;malo;1;1;1;1;99;1;5;4;9;AZ;85373;58462
nd;malo;1;1;1;1;99;1;5;4;9;CA;91730;65895
nd;malo;1;1;1;1;100;1;5;4;9;MN;55421;65514
nd;medio;1;1;1;1;50;0;5;3;8;IN;47374;54785
nd;medio;1;1;1;1;50;0;5;3;8;CA;92084;65895
nd;medio;1;1;1;1;50;0;5;3;8;CA;92563;65895
nd;medio;1;1;1;1;50;0;5;3;8;CA;92078;65895
nd;medio;1;1;1;1;59;0;5;3;8;TX;77066;55441
nd;medio;1;1;1;1;75;0;5;3;8;OH;44515;54877
nd;medio;1;1;1;1;75;0;5;3;8;FL;33872;55681
nd;medio;1;1;1;1;75;0;5;3;8;AZ;85373;58462
nd;medio;1;1;1;1;75;0;5;3;8;IL;60047;61456
nd;medio;1;1;1;1;75;0;5;3;8;UT;84003;70425
nd;medio;1;1;1;1;75;1;5;3;8;NC;28303;53687
malo;malo;1;1;1;1;99;1;4;4;8;TX;77016;55441
nd;medio;1;1;1;1;99;1;5;3;8;TX;75142;55441
nd;medio;1;1;1;1;99;1;5;3;8;CO;80247;70952
nd;medio;1;1;1;1;100;1;5;3;8;TX;76040;55441
nd;medio;1;1;1;1;100;1;5;3;8;IL;62206;61456
nd;bueno;1;0;0;1;50;0;5;2;7;IN;46016;54785
nd;bueno;1;0;0;1;50;0;5;2;7;SD;57103;54821
nd;bueno;1;0;0;1;50;0;5;2;7;IL;60453;61456
medio;malo;1;1;1;1;50;1;3;4;7;CA;92563;65895
bueno;nd;0;0;0;1;59;0;2;5;7;TX;76351;55441
malo;medio;1;1;1;1;59;0;4;3;7;MD;20874;75214
medio;malo;1;1;1;1;59;0;3;4;7;FL;33647;55681
medio;malo;1;1;1;1;59;0;3;4;7;NC;27278;53687
malo;medio;1;1;1;1;59;1;4;3;7;CA;92570;65895
nd;bueno;1;0;0;1;75;0;5;2;7;FL;34953;55681
nd;bueno;1;0;0;1;75;0;5;2;7;CA;92075;65895
nd;bueno;1;0;0;1;75;1;5;2;7;WA;98467;74398
nd;bueno;1;0;0;1;75;1;5;2;7;MD;20874;75214
nd;bueno;1;0;0;1;75;1;5;2;7;SC;29607;52348
nd;bueno;1;0;0;1;75;1;5;2;7;NC;28052;53687
medio;malo;1;1;1;1;75;1;3;4;7;TX;78638;55441
medio;malo;1;1;1;1;75;1;3;4;7;FL;33872;55681
malo;medio;1;1;1;1;75;1;4;3;7;CA;92109;65895
nd;bueno;1;0;0;1;75;1;5;2;7;CA;92109;65895
nd;bueno;1;0;0;1;75;1;5;2;7;CA;90220;65895
nd;bueno;1;0;0;1;75;1;5;2;7;CA;90220;65895
nd;bueno;1;0;0;1;99;0;5;2;7;TX;75142;55441
medio;malo;1;1;1;1;99;0;3;4;7;FL;34236;55681
medio;malo;1;1;1;1;99;0;3;4;7;CA;91730;65895
malo;medio;1;1;1;1;100;0;4;3;7;CA;90047;65895
nd;bueno;1;0;0;1;100;1;5;2;7;TX;77016;55441
bueno;malo;0;1;0;1;49;0;2;4;6;CA;92058;65895
nd;excelente;1;0;0;1;50;0;5;1;6;MI;48214;56343
malo;bueno;1;0;0;1;50;0;4;2;6;AL;36830;52138
malo;bueno;1;0;0;1;50;0;4;2;6;FL;33161;55681
medio;medio;1;1;1;1;50;1;3;3;6;IL;62951;61456
bueno;malo;0;1;0;1;50;1;2;4;6;NY;10701;63548
bueno;malo;0;1;0;1;59;0;2;4;6;LA;71486;49719
bueno;malo;0;1;0;1;59;0;2;4;6;SC;29626;52348
bueno;malo;0;1;0;1;59;0;2;4;6;MN;56187;65514
bueno;malo;0;1;0;1;59;0;2;4;6;CA;92027;65895
malo;bueno;1;0;0;1;59;0;4;2;6;IN;46016;54785
malo;bueno;1;0;0;1;59;0;4;2;6;FL;33837;55681
malo;bueno;1;0;0;1;59;0;4;2;6;CA;92075;65895
nd;excelente;1;0;0;1;59;1;5;1;6;MN;55912;65514
bueno;malo;0;1;0;1;59;1;2;4;6;CA;94565;65895
bueno;malo;0;1;0;1;59;1;2;4;6;CA;92570;65895
malo;bueno;1;0;0;1;59;1;4;2;6;FL;33563;55681
medio;medio;1;1;1;1;74;1;3;3;6;TX;77066;55441
medio;medio;1;1;1;1;75;0;3;3;6;FL;33872;55681
malo;bueno;1;0;0;1;75;0;4;2;6;SD;57103;54821
bueno;malo;0;1;0;1;75;0;2;4;6;FL;34953;55681
medio;medio;1;1;1;1;75;0;3;3;6;AZ;85008;58462
bueno;malo;0;1;0;1;75;1;2;4;6;IL;60162;61456
bueno;malo;0;1;0;1;75;1;2;4;6;NY;14615;63548
malo;bueno;1;0;0;1;75;1;4;2;6;MA;1826;75077
medio;medio;1;1;1;1;75;1;3;3;6;OR;97351;64975
bueno;malo;0;1;0;1;75;1;2;4;6;CA;95212;65895
malo;bueno;1;0;0;1;75;1;4;2;6;WI;53158;57934
bueno;malo;0;1;0;1;79;0;2;4;6;FL;32433;55681
bueno;malo;0;1;0;1;79;0;2;4;6;CA;95954;65895
malo;bueno;1;0;0;1;79;0;4;2;6;CA;92021;65895
bueno;malo;0;1;0;1;79;0;2;4;6;TX;77521;55441
malo;bueno;1;0;0;1;79;1;4;2;6;SC;29617;52348
excelente;nd;0;0;0;1;89;0;1;5;6;SC;29556;52348
malo;bueno;1;0;0;1;99;0;4;2;6;NC;28150;53687
bueno;malo;0;1;0;1;99;0;2;4;6;IL;62206;61456
bueno;malo;0;1;0;1;99;0;2;4;6;FL;33169;55681
medio;medio;1;1;1;1;99;0;3;3;6;CA;93041;65895
malo;bueno;1;0;0;1;99;0;4;2;6;CA;93041;65895
malo;bueno;1;0;0;1;99;0;4;2;6;VA;24012;67918
malo;bueno;1;0;0;1;99;0;4;2;6;VA;23518;67918
bueno;malo;0;1;0;1;99;1;2;4;6;NY;11001;63548
malo;bueno;1;0;0;1;99;1;4;2;6;KY;41230;51978
malo;bueno;1;0;0;1;99;1;4;2;6;IN;46307;54785
excelente;nd;0;0;0;1;100;0;1;5;6;FL;32714;55681
bueno;malo;0;1;0;1;100;0;2;4;6;FL;32714;55681
excelente;nd;0;0;0;1;100;0;1;5;6;CA;90047;65895
excelente;malo;0;1;0;1;50;0;1;4;5;FL;33178;55681
bueno;medio;0;1;0;1;50;0;2;3;5;FL;33161;55681
medio;bueno;1;0;0;1;50;0;3;2;5;CA;92025;65895
excelente;malo;0;1;0;1;50;0;1;4;5;CA;92058;65895
excelente;malo;0;1;0;1;50;0;1;4;5;SC;29640;52348
medio;bueno;1;0;0;1;50;0;3;2;5;NC;28052;53687
bueno;medio;0;1;0;1;50;0;2;3;5;TX;77066;55441
excelente;malo;0;1;0;1;50;0;1;4;5;NJ;7205;75321
excelente;malo;0;1;0;1;50;1;1;4;5;FL;33178;55681
excelente;malo;0;1;0;1;59;0;1;4;5;SC;29607;52348
medio;bueno;1;0;0;1;59;0;3;2;5;ID;83703;54942
excelente;malo;0;1;0;1;59;0;1;4;5;TX;77590;55441
excelente;malo;0;1;0;1;59;0;1;4;5;TX;76227;55441
excelente;malo;0;1;0;1;59;0;1;4;5;FL;33837;55681
medio;bueno;1;0;0;1;59;0;3;2;5;NJ;7205;75321
excelente;malo;0;1;0;1;59;0;1;4;5;KY;42754;51978
excelente;malo;0;1;0;1;59;0;1;4;5;SC;29325;52348
bueno;medio;0;1;0;1;59;0;2;3;5;TX;77066;55441
bueno;medio;0;1;0;1;59;0;2;3;5;KY;42754;51978
medio;bueno;1;0;0;1;59;0;3;2;5;TX;76351;55441
excelente;malo;0;1;0;1;59;1;1;4;5;MN;55021;65514
medio;bueno;1;0;0;1;59;1;3;2;5;SC;29626;52348
medio;bueno;1;0;0;1;59;1;3;2;5;SD;57103;54821
medio;bueno;1;0;0;1;59;1;3;2;5;IL;60162;61456
bueno;medio;0;1;0;1;74;1;2;3;5;OR;97080;64975
medio;bueno;1;0;0;1;75;0;3;2;5;NC;28110;53687
excelente;malo;0;1;0;1;75;0;1;4;5;NY;14221;63548
bueno;medio;0;1;0;1;75;0;2;3;5;SC;29642;52348
bueno;medio;0;1;0;1;75;0;2;3;5;SC;29715;52348
bueno;medio;0;1;0;1;75;0;2;3;5;TX;75701;55441
bueno;medio;0;1;0;1;75;0;2;3;5;CT;6112;72497
bueno;medio;0;1;0;1;75;0;2;3;5;MA;2740;75077
medio;bueno;1;0;0;1;75;0;3;2;5;LA;70119;49719
medio;bueno;1;0;0;1;75;0;3;2;5;LA;71275;49719
medio;bueno;1;0;0;1;75;0;3;2;5;SC;29374;52348
medio;bueno;1;0;0;1;75;0;3;2;5;TX;78336;55441
bueno;medio;0;1;0;1;75;0;2;3;5;FL;34953;55681
excelente;malo;0;1;0;1;75;0;1;4;5;AZ;85008;58462
bueno;medio;0;1;0;1;75;0;2;3;5;VT;5761;58728
bueno;medio;0;1;0;1;75;0;2;3;5;VA;22193;67918
bueno;medio;0;1;0;1;75;1;2;3;5;NE;68127;53892
medio;bueno;1;0;0;1;75;1;3;2;5;IN;46346;54785
medio;bueno;1;0;0;1;75;1;3;2;5;TX;79602;55441
medio;bueno;1;0;0;1;75;1;3;2;5;TX;78638;55441
medio;bueno;1;0;0;1;75;1;3;2;5;FL;32808;55681
medio;bueno;1;0;0;1;75;1;3;2;5;CA;92075;65895
medio;bueno;1;0;0;1;75;1;3;2;5;WA;98467;74398
medio;bueno;1;0;0;1;75;1;3;2;5;IN;46307;54785
bueno;medio;0;1;0;1;79;0;2;3;5;SC;29607;52348
excelente;malo;0;1;0;1;79;0;1;4;5;FL;32333;55681
excelente;malo;0;1;0;1;79;0;1;4;5;FL;32333;55681
bueno;medio;0;1;0;1;79;0;2;3;5;PA;18702;60640
excelente;malo;0;1;0;1;79;0;1;4;5;NY;14615;63548
medio;bueno;1;0;0;1;79;0;3;2;5;CT;6112;72497
excelente;malo;0;1;0;1;79;0;1;4;5;MA;1841;75077
excelente;malo;0;1;0;1;79;0;1;4;5;CA;92021;65895
excelente;malo;0;1;0;1;79;0;1;4;5;NC;28562;53687
excelente;malo;0;1;0;1;79;0;1;4;5;OH;44509;54877
malo;excelente;1;0;0;1;79;1;4;1;5;TN;38343;53188
malo;excelente;1;0;0;1;79;1;4;1;5;CO;80247;70952
medio;bueno;1;0;0;1;89;0;3;2;5;IL;62206;61456
bueno;medio;0;1;0;1;90;1;2;3;5;AL;36830;52138
bueno;medio;0;1;0;1;99;0;2;3;5;CA;94806;65895
medio;bueno;1;0;0;1;99;0;3;2;5;CA;90047;65895
bueno;medio;0;1;0;1;99;0;2;3;5;IN;46346;54785
bueno;medio;0;1;0;1;99;0;2;3;5;LA;71275;49719
excelente;malo;0;1;0;1;99;0;1;4;5;FL;32778;55681
excelente;malo;0;1;0;1;99;0;1;4;5;CA;91706;65895
medio;bueno;1;0;0;1;99;1;3;2;5;IL;62206;61456
medio;bueno;1;0;0;1;99;1;3;2;5;MN;55421;65514
medio;bueno;1;0;0;1;100;0;3;2;5;IL;60047;61456
excelente;malo;0;1;0;1;100;0;1;4;5;FL;32533;55681
medio;bueno;1;0;0;1;100;0;3;2;5;IL;60047;61456
medio;bueno;1;0;0;1;100;0;3;2;5;CA;94806;65895
medio;bueno;1;0;0;1;100;1;3;2;5;AL;36527;52138
medio;bueno;1;0;0;1;100;1;3;2;5;IN;46203;54785
medio;bueno;1;0;0;1;100;1;3;2;5;OH;44128;54877
medio;excelente;1;0;0;0;49;0;3;1;4;CA;92078;65895
excelente;medio;0;1;0;1;50;0;1;3;4;NY;13207;63548
excelente;medio;0;1;0;1;50;0;1;3;4;SC;29640;52348
excelente;medio;0;1;0;1;50;0;1;3;4;OH;44123;54877
medio;excelente;1;0;0;0;50;0;3;1;4;TX;77550;55441
bueno;bueno;0;0;0;1;50;0;2;2;4;FL;33161;55681
bueno;bueno;0;0;0;1;50;0;2;2;4;MS;39206;47446
bueno;bueno;0;0;0;1;50;0;2;2;4;KY;42754;51978
bueno;bueno;0;0;0;1;50;0;2;2;4;OH;44123;54877
excelente;medio;0;1;0;1;50;0;1;3;4;OR;97603;64975
excelente;medio;0;1;0;1;50;0;1;3;4;CA;92078;65895
bueno;bueno;0;0;0;1;50;1;2;2;4;IN;46016;54785
bueno;bueno;0;0;0;1;50;1;2;2;4;VA;24012;67918
bueno;bueno;0;0;0;1;50;1;2;2;4;MA;1440;75077
medio;excelente;1;0;0;0;59;0;3;1;4;IN;46016;54785
medio;excelente;1;0;0;0;59;0;3;1;4;FL;33837;55681
medio;excelente;1;0;0;0;59;0;3;1;4;PA;15147;60640
excelente;medio;0;1;0;1;59;0;1;3;4;NY;13207;63548
medio;excelente;1;0;0;0;59;0;3;1;4;NJ;7205;75321
bueno;bueno;0;0;0;1;59;0;2;2;4;MS;39206;47446
excelente;medio;0;1;0;1;59;0;1;3;4;KY;42754;51978
excelente;medio;0;1;0;1;59;0;1;3;4;SC;29316;52348
excelente;medio;0;1;0;1;59;0;1;3;4;SC;29607;52348
excelente;medio;0;1;0;1;59;0;1;3;4;NC;28052;53687
excelente;medio;0;1;0;1;59;0;1;3;4;IN;46016;54785
bueno;bueno;0;0;0;1;59;0;2;2;4;OH;43223;54877
bueno;bueno;0;0;0;1;59;0;2;2;4;TX;76351;55441
